epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,2219.28,1.26036,1.6078,1.27356,0.31068,0.41667,0.29129,0.14476,1.44174,2.37605,1.35561,0.004225,0.004225,0.004225
177,2231.81,1.39663,1.64873,1.3595,0.25557,0.33333,0.28964,0.14114,1.44266,3.02251,1.35932,0.004192,0.004192,0.004192
178,2244.56,1.30315,1.60957,1.19912,0.32655,0.45833,0.32208,0.15048,1.52908,2.07541,1.38947,0.004159,0.004159,0.004159
179,2257.09,1.27853,1.61595,1.17842,0.32799,0.29167,0.28956,0.1374,1.47103,2.02632,1.34864,0.004126,0.004126,0.004126
180,2269.58,1.3414,1.7016,1.27994,0.3123,0.25,0.27687,0.11221,1.44387,2.20113,1.36401,0.004093,0.004093,0.004093
181,2282.09,1.40218,1.96615,1.33415,0.27304,0.33333,0.30077,0.13687,1.38208,2.33929,1.2907,0.00406,0.00406,0.00406
182,2294.56,1.34738,1.77696,1.18727,0.48747,0.33333,0.33445,0.15502,1.42203,2.11352,1.32363,0.004027,0.004027,0.004027
183,2307.19,1.1909,1.62658,1.13699,0.31454,0.29167,0.25817,0.13619,1.42979,2.15691,1.2801,0.003994,0.003994,0.003994
184,2319.67,1.27467,1.44395,1.23128,0.27662,0.25,0.25751,0.11853,1.45497,2.16039,1.29122,0.003961,0.003961,0.003961
185,2332.32,1.06832,1.40826,1.07952,0.26279,0.29167,0.2353,0.1118,1.47924,2.12219,1.31335,0.003928,0.003928,0.003928
186,2344.87,1.25007,1.64739,1.20896,0.36233,0.33333,0.27177,0.12838,1.41841,2.15308,1.25965,0.003895,0.003895,0.003895
187,2357.57,1.21328,1.69604,1.12206,0.19053,0.33333,0.26685,0.14582,1.42295,1.90368,1.26861,0.003862,0.003862,0.003862
188,2370.37,1.39588,1.75014,1.27542,0.20017,0.25,0.26919,0.14159,1.44884,1.99915,1.2927,0.003829,0.003829,0.003829
